step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,13.028929574537363,0,0.0,0.9345581414312643,0,0.0,0.9490624201517605,0,0.0,0.9603999101395504,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,11.993630494030894,0,0.0,0.8149538998995146,0,0.0,0.9480921572291111,0,0.0,0.8328594440259776,0,0.0,1.0,0,0.0
15.0,0,0.0,0.0,10.081795917298587,0,0.0,0.7394226655722096,0,0.0,0.8369136526828529,0,0.0,0.5297727441797975,0,0.0,0.9383336199002948,0,0.0
20.0,4,17.0,0.4857142857142857,8.238230672648935,2,8.0,0.5423239175687209,0,0.0,0.8949098771761246,2,9.0,0.3053003168372953,0,0.0,0.8983051847035767,4,17.0
25.0,8,34.0,0.8095238095238095,7.025356567416843,3,15.0,0.3389063424483936,0,0.0,0.7746581370940888,5,29.0,0.2637225152761636,0,0.0,0.8625098369668782,8,44.0
30.0,12,76.0,1.4339622641509433,6.780111845050224,3,16.0,0.35914027930428943,1,3.0,0.6398291500878094,8,64.0,0.3205723473774346,0,0.0,0.8229510793365081,12,83.0
35.0,17,132.0,2.2758620689655173,5.758199287079699,4,25.0,0.31813059547043043,3,14.0,0.4127944480904593,10,110.0,0.2578614097863413,0,0.0,0.8388939042114625,17,149.0
40.0,21,215.0,3.161764705882353,5.812095068902396,4,33.0,0.3339438939949521,4,36.0,0.5457171267906538,13,168.0,0.10749302077258198,0,0.0,0.8791859064218166,21,237.0
45.0,25,330.0,4.583333333333333,5.664529684005847,5,46.0,0.2886168022516022,4,56.0,0.5688621275546742,16,244.0,0.0025017759023070944,0,0.0,0.857509068668198,25,346.0
50.0,30,435.0,5.8,4.335583885375752,6,59.0,0.21333941228796238,5,78.0,0.3489831870594325,19,335.0,8.074483505422813e-05,0,0.0,0.8014353927712308,30,472.0
55.0,35,568.0,7.376623376623376,4.274744641914932,7,70.0,0.20721839917810403,9,116.0,0.30491630597453334,19,432.0,0.0913576108548072,0,0.0,0.8176485384144314,35,618.0
60.0,35,711.0,8.8875,3.7519635816779613,6,95.0,0.15023046670691767,10,165.0,0.31769826609813867,19,527.0,0.1230397272780869,0,0.0,0.8076356301937597,35,787.0
65.0,36,863.0,10.273809523809524,3.757401597547825,7,115.0,0.12021987037654916,10,217.0,0.39659852201169976,19,620.0,0.08283456944591967,0,0.0,0.7800171191107726,36,952.0
70.0,37,1004.0,11.674418604651162,3.4002885725164442,7,135.0,0.09687445451310332,11,268.0,0.24824638634222246,19,715.0,0.0,0,0.0,0.7530799393588974,37,1118.0
75.0,41,1167.0,13.261363636363637,3.537719081034285,9,139.0,0.10086383939010701,13,330.0,0.20801713073258932,19,812.0,0.11611135741036001,0,0.0,0.8522020654628011,41,1281.0
80.0,41,1321.0,15.011363636363637,3.688304610045384,9,147.0,0.09836625766137301,13,395.0,0.23368773479280572,19,907.0,0.16442824799394598,0,0.0,0.8129922245512126,41,1449.0
85.0,40,1478.0,16.795454545454547,3.8432922201133137,8,157.0,0.11894231975150195,13,462.0,0.2542280543394664,19,1000.0,0.090945880684911,0,0.0,0.7724794921675604,40,1619.0
90.0,41,1634.0,18.7816091954023,3.399042850498297,7,172.0,0.10433058323927116,15,532.0,0.1874864726462908,19,1095.0,0.0,0,0.0,0.718238282841405,41,1799.0
95.0,42,1811.0,20.122222222222224,3.5785396998643293,7,170.0,0.12746210941727928,16,611.0,0.19635977683929273,19,1192.0,0.07878390294943571,0,0.0,0.7733168938573246,42,1973.0
100.0,41,1988.0,22.337078651685392,3.516364750975104,6,183.0,0.11445149747157728,16,691.0,0.2089451482158081,19,1287.0,0.12876553210224034,0,0.0,0.8540071947235645,41,2161.0
105.0,45,2174.0,23.89010989010989,3.202377748567677,9,199.0,0.08957791754697446,17,775.0,0.20501323275332084,19,1380.0,0.048075671150278484,0,0.0,0.8438183037979057,45,2354.0
110.0,47,2365.0,25.98901098901099,3.0584892774164056,10,225.0,0.08541682166132493,18,864.0,0.17278788466971506,19,1475.0,0.0,0,0.0,0.8589841898464718,47,2564.0
115.0,46,2557.0,28.41111111111111,3.0416157156337738,9,239.0,0.09436826704929183,18,954.0,0.1742860864025756,19,1572.0,0.11675204660947273,0,0.0,0.91002537576229,46,2765.0
120.0,52,2787.0,30.966666666666665,2.832117130420543,15,302.0,0.0656034214279032,18,1044.0,0.14890162231360712,19,1667.0,0.12730628278933276,0,0.0,0.7928379488068484,52,3013.0
125.0,57,3050.0,33.51648351648352,2.6546115879444034,20,394.0,0.04268270878148668,18,1134.0,0.18395125668892764,19,1760.0,0.0452805391996694,0,0.0,0.7365986334628568,57,3288.0
130.0,58,3311.0,35.98913043478261,2.565605024308108,21,477.0,0.04856567345599083,18,1224.0,0.19813650700882998,19,1855.0,0.0,0,0.0,0.7197753066796911,58,3556.0
135.0,59,3578.0,38.891304347826086,2.7899646988534132,22,546.0,0.060716865870036114,18,1314.0,0.1838921984025629,19,1952.0,0.11872708090526435,0,0.0,0.7172233769980639,59,3812.0
140.0,59,3854.0,40.56842105263158,3.185449448469954,22,603.0,0.06448177301462744,18,1404.0,0.15278618547195807,19,2047.0,0.1782414062661166,0,0.0,0.74674105922253,59,4054.0
145.0,57,4130.0,43.93617021276596,3.780893444485026,20,672.0,0.10328452528045148,18,1494.0,0.16443980044817638,19,2140.0,0.1871982828107977,0,0.0,0.8711350709170735,57,4306.0
150.0,56,4409.0,47.40860215053763,4.191120578666243,19,756.0,0.1724654304094191,18,1584.0,0.18609816345082283,19,2235.0,0.2163857247236543,0,0.0,0.8207208742448765,56,4575.0
155.0,57,4690.0,49.36842105263158,4.268711717888952,20,846.0,0.15603486881002682,18,1674.0,0.19146546239425874,19,2330.0,0.17305649490133268,0,0.0,0.8868738698008616,57,4850.0
160.0,59,4979.0,52.96808510638298,3.626722538727182,22,950.0,0.0971033921885505,18,1764.0,0.18323167958937703,19,2425.0,0.06969023044008475,0,0.0,0.9165267063205146,59,5139.0
165.0,59,5257.0,55.92553191489362,3.416857971562072,22,1049.0,0.06757986334131101,18,1854.0,0.201396319014045,19,2520.0,0.0,0,0.0,0.8351329882050054,59,5423.0
170.0,58,5534.0,59.505376344086024,3.562450203572268,21,1136.0,0.10361738852884467,18,1944.0,0.19926775906324554,19,2617.0,0.09051537092118345,0,0.0,0.8338663692085918,58,5697.0
175.0,57,5810.0,61.808510638297875,3.730656128660212,20,1216.0,0.09415119852912353,18,2034.0,0.192550865759143,19,2712.0,0.19132131669307062,0,0.0,0.8932851609429712,57,5962.0
180.0,56,6089.0,66.18478260869566,3.7210482290671045,19,1303.0,0.11327415581285903,18,2124.0,0.15535867509341897,19,2805.0,0.2100736711077607,0,0.0,0.8664346586634192,56,6232.0
185.0,56,6369.0,68.48387096774194,4.173936536010516,19,1391.0,0.13893238563609525,18,2214.0,0.14781776058387391,19,2900.0,0.1839870217835389,0,0.0,0.878231467980488,56,6505.0
190.0,56,6649.0,72.27173913043478,4.358771939441952,19,1484.0,0.1783206796576062,18,2304.0,0.14641981761815684,19,2995.0,0.17701183078605057,0,0.0,0.9037929355865264,56,6783.0
195.0,56,6929.0,75.31521739130434,4.374674509720222,19,1579.0,0.18664168790519176,18,2394.0,0.1598922873525594,19,3090.0,0.21034629047426284,0,0.0,0.9151100077574987,56,7063.0
200.0,56,7209.0,78.3586956521739,4.136486422857823,19,1674.0,0.18746119131414518,18,2484.0,0.1375547620319727,19,3185.0,0.1989738662443871,0,0.0,0.9194738785606896,56,7343.0
205.0,56,7489.0,82.2967032967033,4.036536136464944,19,1769.0,0.19215145346649487,18,2574.0,0.15996831367636663,19,3280.0,0.19822607855393629,0,0.0,0.9065926865883135,56,7623.0
210.0,56,7769.0,84.44565217391305,4.16544781840843,19,1864.0,0.17623576912665545,18,2664.0,0.17214536249227308,19,3375.0,0.1965367738740518,0,0.0,0.9527498210314987,56,7903.0
215.0,56,8049.0,86.54838709677419,4.27658009758132,19,1959.0,0.17029004411722348,18,2754.0,0.19703544851609825,19,3470.0,0.17716955725049935,0,0.0,0.7639122408267068,56,8183.0
220.0,56,8329.0,91.52747252747253,4.160726851386498,19,2054.0,0.13729042364207386,18,2844.0,0.19377062391055452,19,3565.0,0.19456461837961614,0,0.0,0.810324972965536,56,8463.0
225.0,56,8609.0,94.6043956043956,4.098282910169096,19,2149.0,0.13928152615789322,18,2934.0,0.18373363339151702,19,3660.0,0.1727698228752618,0,0.0,0.7644451358416637,56,8743.0
230.0,56,8889.0,95.58064516129032,4.270700287197048,19,2244.0,0.13881708670916448,18,3024.0,0.19724808682900047,19,3755.0,0.21390114222791434,0,0.0,0.7630905241473559,56,9023.0
235.0,56,9169.0,97.54255319148936,4.275368852572086,19,2339.0,0.12698500975555413,18,3114.0,0.19050170481142673,19,3850.0,0.17130045536044347,0,0.0,0.6559481115081606,56,9303.0
240.0,56,9449.0,101.60215053763442,4.169101859619745,19,2434.0,0.14109628787450848,18,3204.0,0.16714506456457703,19,3945.0,0.15036615992060928,0,0.0,0.7014249861033023,56,9583.0
245.0,56,9729.0,105.75,4.163995519534838,19,2529.0,0.16187715799946967,18,3294.0,0.14357176584010983,19,4040.0,0.17450528530178686,0,0.0,0.692974569244213,56,9863.0
250.0,56,10009.0,108.79347826086956,4.22687134455249,19,2624.0,0.18728680765991348,18,3384.0,0.18335170800896605,19,4135.0,0.1772583169916523,0,0.0,0.7083031826259553,56,10143.0
255.0,56,10289.0,113.06593406593407,4.146993923990895,19,2719.0,0.20428243190920578,18,3474.0,0.1508012702957365,19,4230.0,0.15014203360485023,0,0.0,0.7464961272073751,56,10423.0
260.0,56,10569.0,116.14285714285714,4.3982842486497,19,2814.0,0.19740066248867696,18,3564.0,0.1646282105300803,19,4325.0,0.15671804719164859,0,0.0,0.8445577392489204,56,10703.0
265.0,56,10849.0,120.54444444444445,4.2668168861470175,19,2909.0,0.18160912936206827,18,3654.0,0.17383794549984902,19,4420.0,0.20686592268784118,0,0.0,0.9071021039236479,56,10983.0
270.0,56,11129.0,125.04494382022472,4.236019758396098,19,3004.0,0.15357586445567964,18,3744.0,0.20703204395386443,19,4515.0,0.21043866082130472,0,0.0,0.7871571703839475,56,11263.0
275.0,56,11409.0,126.76666666666667,4.130068932931082,19,3099.0,0.14830691332422227,18,3834.0,0.18422762669463422,19,4610.0,0.19867305262924997,0,0.0,0.782296673359746,56,11543.0
280.0,56,11689.0,127.05434782608695,4.250641067935529,19,3194.0,0.14665971640802494,18,3924.0,0.17357631182921504,19,4705.0,0.20218851220850553,0,0.0,0.765877512917695,56,11823.0
285.0,56,11969.0,128.69892473118279,4.334383968475307,19,3289.0,0.16543700629676622,18,4014.0,0.14604191740560368,19,4800.0,0.15116849044333944,0,0.0,0.782127148501684,56,12103.0
290.0,56,12249.0,133.1413043478261,4.242857995056989,19,3384.0,0.16112275370908624,18,4104.0,0.15814842280917735,19,4895.0,0.12138383453821175,0,0.0,0.714128956580033,56,12383.0
295.0,56,12529.0,136.18478260869566,4.202620411370194,19,3479.0,0.16381096514457472,18,4194.0,0.1686533703767907,19,4990.0,0.1338569036847707,0,0.0,0.7471549226180828,56,12663.0
300.0,56,12809.0,140.75824175824175,4.091752369088619,19,3574.0,0.16251323203509796,18,4284.0,0.1898212175300077,19,5085.0,0.17588752742846572,0,0.0,0.7414450128726431,56,12943.0
305.0,56,13089.0,145.43333333333334,4.058927685631032,19,3669.0,0.16629683710569299,18,4374.0,0.20675200110712047,19,5180.0,0.17973103661397175,0,0.0,0.8689999950363991,56,13223.0
310.0,56,13369.0,145.31521739130434,4.12310518928058,19,3764.0,0.16667335623329055,18,4464.0,0.17443188563845827,19,5275.0,0.18597217853725542,0,0.0,0.957852415317494,56,13503.0
315.0,56,13649.0,145.20212765957447,4.3575374860317115,19,3859.0,0.20370028076475785,18,4554.0,0.18671650014120847,19,5370.0,0.17264552028934702,0,0.0,0.90496962112941,56,13783.0
320.0,56,13929.0,149.7741935483871,4.305390697392971,19,3954.0,0.19060813881889674,18,4644.0,0.18325084645636944,19,5465.0,0.14229245996682519,0,0.0,0.79495301048247,56,14063.0
325.0,56,14209.0,152.78494623655914,4.301135901969953,19,4049.0,0.1988019138322811,18,4734.0,0.17512869569149966,19,5560.0,0.15672407144508463,0,0.0,0.7470317203181266,56,14343.0
330.0,56,14489.0,155.79569892473117,4.203893512943211,19,4144.0,0.20837376469376553,18,4824.0,0.15997774283458935,19,5655.0,0.17401379149286875,0,0.0,0.7594812821796513,56,14623.0
335.0,56,14769.0,155.46315789473684,4.354018038310882,19,4239.0,0.1889785539359138,18,4914.0,0.16488317721770307,19,5750.0,0.19970992641100072,0,0.0,0.8305040331178474,56,14903.0
340.0,56,15049.0,158.41052631578947,4.403442403361546,19,4334.0,0.17796470909223086,18,5004.0,0.18365174708612267,19,5845.0,0.20595001497146115,0,0.0,0.8698904425938234,56,15183.0
