step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,10.637875443726866,0,0.0,0.7775202129706367,0,0.0,0.9426889883539685,0,0.0,0.742101974198964,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,11.492322309046212,0,0.0,0.8406358572112373,0,0.0,0.9530399939091722,0,0.0,0.7904969450899212,0,0.0,1.0,0,0.0
15.0,0,0.0,0.0,10.048933744256248,0,0.0,0.7143040577116001,0,0.0,0.8051132236138765,0,0.0,0.6008036332587025,0,0.0,0.9318363672735733,0,0.0
20.0,4,10.0,0.2777777777777778,8.525545001747233,2,4.0,0.5825403022254653,0,0.0,0.7958972232637201,2,6.0,0.44352038377608183,0,0.0,0.9838388291376872,4,10.0
25.0,7,28.0,0.6086956521739131,6.817476555898445,3,16.0,0.41986032928059913,0,0.0,0.7058498697395162,4,21.0,0.3487579923925224,0,0.0,0.8832379309053093,7,37.0
30.0,11,69.0,1.2777777777777777,5.5349100941867455,3,24.0,0.2962941441007593,1,5.0,0.45237348497124447,7,53.0,0.3386650501729174,0,0.0,0.8339357101910995,11,82.0
35.0,16,123.0,1.9523809523809523,4.798932666299815,3,32.0,0.26727392684968465,3,18.0,0.4472698125820911,10,95.0,0.23821992603936323,0,0.0,0.8392087953267527,16,145.0
40.0,23,203.0,2.859154929577465,4.460483718770065,7,45.0,0.17661492480598914,3,35.0,0.48846089713779484,13,152.0,0.11516123671090575,0,0.0,0.7256235794239505,23,232.0
45.0,24,291.0,3.779220779220779,4.384581293670413,5,65.0,0.15508118943571783,3,50.0,0.5545085452336842,16,227.0,0.003781557746472806,0,0.0,0.6603379406213514,24,342.0
50.0,28,397.0,5.089743589743589,3.9076338688572037,6,74.0,0.13157498935541928,3,65.0,0.3688145962130219,19,317.0,0.11893354518970473,0,0.0,0.6465765511271773,28,456.0
55.0,31,517.0,6.4625,3.922293802038,6,84.0,0.12193653291475656,6,91.0,0.3481546331724721,19,412.0,0.16638700750164534,0,0.0,0.6596131244250492,31,587.0
60.0,32,647.0,7.795180722891566,4.12405735227763,7,89.0,0.12235050614445434,6,123.0,0.41554526497171723,19,505.0,0.09018492684169231,0,0.0,0.7089902855144555,32,717.0
65.0,34,793.0,9.55421686746988,4.479581569080595,9,100.0,0.12224355892904194,6,153.0,0.4552239091029725,19,600.0,7.261344987757353e-07,0,0.0,0.7318373804896353,34,853.0
70.0,36,921.0,10.964285714285714,3.8094178281704694,8,121.0,0.1323742629965863,9,192.0,0.3261057364459307,19,695.0,0.0,0,0.0,0.7307645534341013,36,1008.0
75.0,39,1065.0,12.987804878048781,3.7098968180848493,9,134.0,0.1371981221304909,11,243.0,0.24970668411324595,19,792.0,0.0879151752279829,0,0.0,0.8004021014619385,39,1169.0
80.0,40,1217.0,14.31764705882353,3.6976553937242556,9,166.0,0.11001416182792784,12,303.0,0.2672963102880483,19,887.0,0.12631865556990826,0,0.0,0.9118590602293315,40,1356.0
85.0,39,1364.0,16.04705882352941,3.8019094718463653,8,184.0,0.1304171462895241,12,365.0,0.2912022782574621,19,980.0,0.07949477166288207,0,0.0,0.8714702382615342,39,1529.0
90.0,41,1522.0,17.295454545454547,3.4616015506633815,8,202.0,0.10063875351555922,14,429.0,0.19021456636172085,19,1075.0,0.0,0,0.0,0.833554904186637,41,1706.0
95.0,41,1695.0,19.04494382022472,3.718539252195062,7,200.0,0.11563900474989351,15,503.0,0.17160758640406995,19,1172.0,0.11253309145895217,0,0.0,0.8600241736982868,41,1875.0
100.0,42,1858.0,21.35632183908046,3.6763108083008493,8,199.0,0.11801442314072456,15,578.0,0.17176948324993288,19,1267.0,0.14015832386903862,0,0.0,0.8449157306538674,42,2044.0
105.0,41,2025.0,23.275862068965516,3.5161213699790306,7,196.0,0.12361801459853111,15,655.0,0.17146704016924216,19,1360.0,0.07141496794887142,0,0.0,0.9019073518446664,41,2211.0
110.0,45,2203.0,24.752808988764045,3.507011718161906,8,207.0,0.1176612991006453,18,738.0,0.17979422274932497,19,1455.0,0.0,0,0.0,0.926157405737924,45,2400.0
115.0,43,2393.0,26.296703296703296,3.69109461709134,6,201.0,0.12087805276821761,18,828.0,0.17607079493544694,19,1552.0,0.10474109766155659,0,0.0,0.9206918188872457,43,2581.0
120.0,44,2607.0,29.292134831460675,3.4686915003021817,7,221.0,0.11002656165378809,18,918.0,0.18286471550895492,19,1647.0,0.13277377240184826,0,0.0,0.8545899168123946,44,2786.0
125.0,50,2847.0,31.633333333333333,3.0201239161999096,13,281.0,0.07400251643001801,18,1008.0,0.1894749547985167,19,1740.0,0.06544537653827169,0,0.0,0.8896841614147508,50,3029.0
130.0,58,3121.0,34.67777777777778,2.862165894439184,21,371.0,0.05646777723999101,18,1098.0,0.1864518654390596,19,1835.0,0.0,0,0.0,0.8262251537530245,58,3304.0
135.0,61,3389.0,36.0531914893617,2.678621184824563,24,463.0,0.03186325425527001,18,1188.0,0.1828265469834721,19,1930.0,0.0,0,0.0,0.8114451593531102,61,3581.0
140.0,62,3664.0,38.97872340425532,2.8546539874397228,25,534.0,0.042617266960511664,18,1278.0,0.18214353905373218,19,2027.0,0.08356954152377805,0,0.0,0.7851219914333673,62,3839.0
145.0,60,3931.0,42.72826086956522,3.132076235029804,23,595.0,0.0519483353387672,18,1368.0,0.15425678072058666,19,2122.0,0.19635509705061008,0,0.0,0.8434105118126718,60,4085.0
150.0,59,4208.0,45.24731182795699,3.7108025135425073,22,676.0,0.11555580627988245,18,1458.0,0.14127756271313407,19,2215.0,0.2101346876195277,0,0.0,0.8334688271822009,59,4349.0
155.0,56,4477.0,48.66304347826087,4.220656944466891,19,750.0,0.1514100325980596,18,1548.0,0.13549503074385547,19,2310.0,0.20041005251495533,0,0.0,0.8972347603704239,56,4608.0
160.0,56,4757.0,52.27472527472528,4.271954159737803,19,832.0,0.19808638947220458,18,1638.0,0.13217452724147832,19,2405.0,0.1992845787205347,0,0.0,0.9071210954861091,56,4875.0
165.0,56,5037.0,55.35164835164835,4.450168768048809,19,909.0,0.20064073058693938,18,1728.0,0.13651144506260848,19,2500.0,0.17229851156780843,0,0.0,0.8806241219765203,56,5137.0
170.0,56,5317.0,58.42857142857143,4.367717915907389,19,990.0,0.18391357361282723,18,1818.0,0.18457184927333045,19,2595.0,0.20883842163221336,0,0.0,0.9573045230453429,56,5403.0
175.0,56,5597.0,61.505494505494504,4.21986132229305,19,1085.0,0.19377895133227657,18,1908.0,0.2066039270565171,19,2690.0,0.17386767468914044,0,0.0,0.9530511678946154,56,5683.0
180.0,56,5877.0,64.58241758241758,4.0911031583993,19,1180.0,0.18521111437934426,18,1998.0,0.174358871786541,19,2785.0,0.20360977867332514,0,0.0,0.8798233172653446,56,5963.0
185.0,56,6157.0,66.20430107526882,4.211864477331124,19,1275.0,0.1949244365727137,18,2088.0,0.1902215837048844,19,2880.0,0.18442284411774623,0,0.0,0.8113831725947926,56,6243.0
190.0,56,6437.0,68.47872340425532,4.321730757423456,19,1370.0,0.18851397317699037,18,2178.0,0.18980756498726048,19,2975.0,0.19027851300001128,0,0.0,0.7811918157960541,56,6523.0
195.0,56,6717.0,71.45744680851064,4.262371601636416,19,1465.0,0.18936630494115156,18,2268.0,0.21384942385712502,19,3070.0,0.2284935752964582,0,0.0,0.7636461025954411,56,6803.0
200.0,56,6997.0,73.65263157894736,4.363352908734084,19,1560.0,0.18451242468285373,18,2358.0,0.17330377625497928,19,3165.0,0.1995805820402449,0,0.0,0.752729691868037,56,7083.0
205.0,56,7277.0,74.25510204081633,4.6777899045414975,19,1655.0,0.2167034816171332,18,2448.0,0.17625260170968648,19,3260.0,0.21079408991468543,0,0.0,0.7916401288778637,56,7363.0
210.0,56,7557.0,77.90721649484536,4.533769637775774,19,1750.0,0.20122661632514702,18,2538.0,0.1979957545971428,19,3355.0,0.20556693860763053,0,0.0,0.7922773711197652,56,7643.0
215.0,56,7837.0,81.63541666666667,4.545651622293982,19,1845.0,0.183949998456487,18,2628.0,0.18562138336833933,19,3450.0,0.18030524623518493,0,0.0,0.7952652873445935,56,7923.0
220.0,56,8117.0,84.55208333333333,4.6166395978762065,19,1940.0,0.20397369801100482,18,2718.0,0.21112573560804163,19,3545.0,0.1718856460828715,0,0.0,0.8002979328852743,56,8203.0
